customer_id,event_day,store_id,store,project_category,area_id,gender,age,age_category,event_type,product_id,product_name,company,time_duration,num_touch,in_time,out_time,buy_flag
20201026-010076,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,30.8,0.0,09:22:32.000,09:23:02.800,0
20201026-010077,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,287.2,0.0,09:23:09.200,09:27:56.400,0
20201026-010078,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,21.2,0.0,09:24:10.400,09:24:31.600,0
20201026-010079,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,29.0,0.0,09:27:02.200,09:27:31.200,0
20201026-010080,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,8.6,0.0,09:27:20.000,09:27:28.600,0
20201026-010082,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,38.6,0.0,09:28:10.800,09:28:49.400,0
20201026-010084,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,14.2,0.0,09:29:17.000,09:29:31.200,0
20201026-010085,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,31.2,0.0,09:29:53.800,09:30:25.000,0
20201026-010086,2020/10/26,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,22.0,0.0,09:30:21.000,09:30:43.000,0
20201026-010087,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,6.4,0.0,09:31:34.400,09:31:40.800,0
20201026-010088,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,18.2,0.0,09:31:43.800,09:32:02.000,0
20201026-010089,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,36.2,0.0,09:32:00.000,09:32:36.200,0
20201026-010090,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,6.0,0.0,09:32:10.200,09:32:16.200,0
20201026-010091,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,107.8,0.0,09:32:20.600,09:34:08.400,0
20201026-010092,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,8.4,0.0,09:33:48.200,09:33:56.600,0
20201026-010094,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,24.4,0.0,09:34:46.200,09:35:10.600,0
20201026-010095,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,11.0,0.0,09:34:52.000,09:35:03.000,0
20201026-010097,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,14.0,0.0,09:37:00.400,09:37:14.400,0
20201026-010098,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,55.0,0.0,09:38:26.800,09:39:21.800,0
20201026-010099,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,19.6,0.0,09:38:46.800,09:39:06.400,0
20201026-010100,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,13.4,0.0,09:38:48.800,09:39:02.200,0
20201026-010101,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,20.8,0.0,09:39:29.200,09:39:50.000,0
20201026-010102,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,38.0,0.0,09:40:18.000,09:40:56.000,0
20201026-010105,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,7.4,0.0,09:44:30.200,09:44:37.600,0
20201026-010106,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,44.4,0.0,09:46:00.600,09:46:45.000,0
20201026-010107,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,41.8,0.0,09:46:20.000,09:47:01.800,0
20201026-010108,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,12.2,0.0,09:46:22.800,09:46:35.000,0
20201026-010109,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,22.4,0.0,09:46:46.200,09:47:08.600,0
20201026-010110,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,62.0,0.0,09:48:02.000,09:49:04.000,0
20201026-010111,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,61.6,0.0,09:48:03.400,09:49:05.000,0
20201026-010112,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,24.0,0.0,09:51:22.800,09:51:46.800,0
20201026-010115,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,56.8,0.0,09:53:12.600,09:54:09.400,0
20201026-010116,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,30.8,0.0,09:53:44.800,09:54:15.600,0
20201026-010117,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,143.4,0.0,09:54:22.600,09:56:46.000,0
20201026-010118,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,29.2,0.0,09:54:32.800,09:55:02.000,0
20201026-010119,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,29.2,0.0,09:54:34.400,09:55:03.600,0
20201026-010120,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,40.4,0.0,09:55:08.800,09:55:49.200,0
20201026-010122,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,43.4,0.0,09:56:19.200,09:57:02.600,0
20201026-010123,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,10.4,0.0,09:58:30.400,09:58:40.800,0
20201026-010124,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,8.2,0.0,10:01:26.200,10:01:34.400,0
20201026-010125,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,76.0,0.0,10:02:33.400,10:03:49.400,0
20201026-010127,2020/10/26,10,レインボーマーケット新日本,飲料,,man,40's,Middle,1,,,,39.6,0.0,10:06:01.800,10:06:41.400,0
20201026-010128,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,13.2,0.0,10:06:32.400,10:06:45.600,0
20201026-010129,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,31.2,0.0,10:06:49.000,10:07:20.200,0
20201026-010130,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,3.2,0.0,10:06:58.200,10:07:01.400,0
20201026-010131,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,25.2,0.0,10:07:03.800,10:07:29.000,0
20201026-010132,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,17.4,0.0,10:07:46.000,10:08:03.400,0
20201026-010133,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,30.2,0.0,10:11:06.400,10:11:36.600,0
20201026-010134,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,11.0,0.0,10:11:30.400,10:11:41.400,0
20201026-010135,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,10.2,0.0,10:11:44.600,10:11:54.800,0
20201026-010136,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,9.0,0.0,10:13:55.400,10:14:04.400,0
20201026-010140,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,22.0,0.0,10:19:22.000,10:19:44.000,0
20201026-010143,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,8.6,0.0,10:20:53.800,10:21:02.400,0
20201026-010144,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,76.2,0.0,10:22:00.400,10:23:16.600,0
20201026-010145,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,12.4,0.0,10:22:12.200,10:22:24.600,0
20201026-010146,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,92.4,0.0,10:22:43.400,10:24:15.800,0
20201026-010147,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,0's,Child,1,,,,36.0,0.0,10:23:35.200,10:24:11.200,0
20201026-010148,2020/10/26,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,27.2,0.0,10:23:36.600,10:24:03.800,0
20201026-010149,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,41.8,0.0,10:23:43.600,10:24:25.400,0
20201026-010150,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,12.4,0.0,10:23:55.200,10:24:07.600,0
20201026-010151,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,18.6,0.0,10:24:14.800,10:24:33.400,0
20201026-010152,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,11.8,0.0,10:24:51.800,10:25:03.600,0
20201026-010153,2020/10/26,10,レインボーマーケット新日本,飲料,,man,20's,Young,1,,,,74.2,0.0,10:26:02.000,10:27:16.200,0
20201026-010155,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,5.8,0.0,10:26:51.000,10:26:56.800,0
20201026-010156,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,4.2,0.0,10:27:10.000,10:27:14.200,0
20201026-010157,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,8.6,0.0,10:28:06.000,10:28:14.600,0
20201026-010158,2020/10/26,10,レインボーマーケット新日本,飲料,,man,40's,Middle,1,,,,23.8,0.0,10:28:40.800,10:29:04.600,0
20201026-010159,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,160.4,0.0,10:29:40.000,10:32:20.400,0
20201026-010160,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,47.6,0.0,10:30:03.600,10:30:51.200,0
20201026-010161,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,20.4,0.0,10:30:28.600,10:30:49.000,0
20201026-010164,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,25.4,0.0,10:31:33.600,10:31:59.000,0
20201026-010165,2020/10/26,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,8.2,0.0,10:32:00.200,10:32:08.400,0
20201026-010167,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,262.4,0.0,10:32:27.200,10:36:49.600,0
20201026-010168,2020/10/26,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,16.2,0.0,10:34:37.400,10:34:53.600,0
20201026-010169,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,16.2,0.0,10:34:37.400,10:34:53.600,0
20201026-010170,2020/10/26,10,レインボーマーケット新日本,飲料,,man,20's,Young,1,,,,18.0,0.0,10:36:19.600,10:36:37.600,0
20201026-010172,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,24.2,0.0,10:37:48.000,10:38:12.200,0
20201026-010174,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,135.0,0.0,10:38:41.200,10:40:56.200,0
20201026-010175,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,64.6,0.0,10:38:45.400,10:39:50.000,0
20201026-010176,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,59.8,0.0,10:38:47.200,10:39:47.000,0
20201026-010177,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,35.8,0.0,10:38:55.800,10:39:31.600,0
20201026-010178,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,19.0,0.0,10:40:08.000,10:40:27.000,0
20201026-010179,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,23.0,0.0,10:41:54.000,10:42:17.000,0
20201026-010180,2020/10/26,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,22.2,0.0,10:41:54.800,10:42:17.000,0
20201026-010181,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,23.8,0.0,10:42:54.400,10:43:18.200,0
20201026-010182,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,18.0,0.0,10:43:04.000,10:43:22.000,0
20201026-010183,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,5.2,0.0,10:43:31.800,10:43:37.000,0
20201026-010184,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,20.8,0.0,10:44:45.800,10:45:06.600,0
20201026-010185,2020/10/26,10,レインボーマーケット新日本,飲料,,man,10's,Teen,1,,,,19.2,0.0,10:44:46.600,10:45:05.800,0
20201026-010186,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,21.8,0.0,10:45:20.600,10:45:42.400,0
20201026-010187,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,19.2,0.0,10:46:02.400,10:46:21.600,0
20201026-010189,2020/10/26,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,10.6,0.0,10:47:10.800,10:47:21.400,0
20201026-010190,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,13.2,0.0,10:47:13.000,10:47:26.200,0
20201026-010191,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,52.8,0.0,10:50:10.200,10:51:03.000,0
20201026-010192,2020/10/26,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,11.6,0.0,10:50:13.000,10:50:24.600,0
20201026-010193,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,22.4,0.0,10:51:19.200,10:51:41.600,0
20201026-010194,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,9.4,0.0,10:51:25.600,10:51:35.000,0
20201026-010195,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,8.8,0.0,10:51:42.000,10:51:50.800,0
20201026-010196,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,7.6,0.0,10:53:30.000,10:53:37.600,0
20201026-010197,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,26.8,0.0,10:53:39.400,10:54:06.200,0
20201026-010198,2020/10/26,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,10.8,0.0,10:54:42.600,10:54:53.400,0
20201026-010199,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,50.6,0.0,10:54:43.200,10:55:33.800,0
20201026-010200,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,51.8,0.0,10:54:43.600,10:55:35.400,0
20201026-010201,2020/10/26,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,29.0,0.0,10:54:56.800,10:55:25.800,0
20201026-010202,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,22.8,0.0,10:55:54.600,10:56:17.400,0
20201026-010203,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,18.2,0.0,10:57:56.000,10:58:14.200,0
20201026-010204,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,31.4,0.0,10:58:57.400,10:59:28.800,0
20201026-010205,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,21.2,0.0,10:59:41.000,11:00:02.200,0
20201026-020001,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,2.6,0.0,11:00:04.200,11:00:06.800,0
20201026-020004,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,6.0,0.0,11:01:51.600,11:01:57.600,0
20201026-020005,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,51.6,0.0,11:02:05.400,11:02:57.000,0
20201026-020006,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,22.2,0.0,11:03:33.800,11:03:56.000,0
20201026-020007,2020/10/26,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,85.8,0.0,11:03:50.400,11:05:16.200,0
20201026-020008,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,19.8,0.0,11:04:08.600,11:04:28.400,0
20201026-020009,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,209.6,0.0,11:04:33.000,11:08:02.600,0
20201026-020010,2020/10/26,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,68.0,0.0,11:04:34.600,11:05:42.600,0
20201026-020011,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,27.2,0.0,11:04:51.400,11:05:18.600,0
20201026-020012,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,20.8,0.0,11:05:38.400,11:05:59.200,0
20201026-020013,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,14.0,0.0,11:05:44.400,11:05:58.400,0
20201026-020014,2020/10/26,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,44.0,0.0,11:06:48.400,11:07:32.400,0
20201026-020015,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,14.8,0.0,11:07:04.000,11:07:18.800,0
20201026-020017,2020/10/26,10,レインボーマーケット新日本,飲料,,man,40's,Middle,1,,,,16.0,0.0,11:07:22.400,11:07:38.400,0
20201026-020018,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,36.0,0.0,11:08:29.000,11:09:05.000,0
20201026-020019,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,18.0,0.0,11:08:38.200,11:08:56.200,0
20201026-020020,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,42.4,0.0,11:09:46.800,11:10:29.200,0
20201026-020022,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,63.4,0.0,11:14:47.800,11:15:51.200,0
20201026-020024,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,70.8,0.0,11:15:16.000,11:16:26.800,0
20201026-020025,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,42.4,0.0,11:15:35.000,11:16:17.400,0
20201026-020026,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,12.2,0.0,11:16:50.000,11:17:02.200,0
20201026-020028,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,13.2,0.0,11:17:14.800,11:17:28.000,0
20201026-020029,2020/10/26,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,9.6,0.0,11:17:24.000,11:17:33.600,0
20201026-020030,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,78.8,0.0,11:18:09.400,11:19:28.200,0
20201026-020031,2020/10/26,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,10.4,0.0,11:18:35.000,11:18:45.400,0
