customer_id,event_day,store_id,store,project_category,area_id,gender,age,age_category,event_type,product_id,product_name,company,time_duration,num_touch,in_time,out_time,buy_flag
20201101-010068,2020/11/1,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,16.0,0.0,09:21:50.400,09:22:06.400,0
20201101-010069,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,89.0,0.0,09:23:10.200,09:24:39.200,0
20201101-010071,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,49.6,0.0,09:25:29.200,09:26:18.800,0
20201101-010072,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,16.8,0.0,09:25:38.200,09:25:55.000,0
20201101-010073,2020/11/1,10,レインボーマーケット新日本,飲料,,man,40's,Middle,1,,,,15.0,0.0,09:25:46.800,09:26:01.800,0
20201101-010074,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,29.0,0.0,09:25:49.600,09:26:18.600,0
20201101-010075,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,18.6,0.0,09:25:58.600,09:26:17.200,0
20201101-010076,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,55.6,0.0,09:27:00.400,09:27:56.000,0
20201101-010078,2020/11/1,10,レインボーマーケット新日本,飲料,,man,20's,Young,1,,,,95.8,0.0,09:28:18.600,09:29:54.400,0
20201101-010079,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,73.0,0.0,09:28:44.800,09:29:57.800,0
20201101-020001,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,30.8,0.0,09:30:10.200,09:30:41.000,0
20201101-020002,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,3.8,0.0,09:31:32.400,09:31:36.200,0
20201101-020004,2020/11/1,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,15.0,0.0,09:32:03.600,09:32:18.600,0
20201101-020006,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,27.8,0.0,09:32:28.000,09:32:55.800,0
20201101-020007,2020/11/1,10,レインボーマーケット新日本,飲料,,man,40's,Middle,1,,,,15.8,0.0,09:32:30.800,09:32:46.600,0
20201101-020008,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,8.0,0.0,09:32:59.400,09:33:07.400,0
20201101-020009,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,11.4,0.0,09:34:09.400,09:34:20.800,0
20201101-020012,2020/11/1,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,12.4,0.0,09:34:49.600,09:35:02.000,0
20201101-020013,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,99.6,0.0,09:34:51.600,09:36:31.200,0
20201101-020015,2020/11/1,10,レインボーマーケット新日本,飲料,,man,20's,Young,1,,,,21.2,0.0,09:35:37.200,09:35:58.400,0
20201101-020016,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,60.0,0.0,09:36:03.200,09:37:03.200,0
20201101-020017,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,19.2,0.0,09:36:20.200,09:36:39.400,0
20201101-020018,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,10's,Teen,1,,,,4.4,0.0,09:37:06.200,09:37:10.600,0
20201101-020019,2020/11/1,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,27.4,0.0,09:38:11.600,09:38:39.000,0
20201101-020020,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,45.2,0.0,09:38:31.400,09:39:16.600,0
20201101-020021,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,104.2,0.0,09:40:04.400,09:41:48.600,0
20201101-020022,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,85.0,0.0,09:41:49.800,09:43:14.800,0
20201101-020024,2020/11/1,10,レインボーマーケット新日本,飲料,,man,40's,Middle,1,,,,18.6,0.0,09:45:35.200,09:45:53.800,0
20201101-020025,2020/11/1,10,レインボーマーケット新日本,飲料,,man,40's,Middle,1,,,,17.0,0.0,09:46:01.400,09:46:18.400,0
20201101-020026,2020/11/1,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,6.6,0.0,09:46:16.400,09:46:23.000,0
20201101-020028,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,95.4,0.0,09:46:43.200,09:48:18.600,0
20201101-020029,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,Over70's,Senior,1,,,,12.8,0.0,09:47:05.800,09:47:18.600,0
20201101-020031,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,141.0,0.0,09:47:13.600,09:49:34.600,0
20201101-020032,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,194.6,0.0,09:49:12.800,09:52:27.400,0
20201101-020033,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,Over70's,Senior,1,,,,194.0,0.0,09:49:15.200,09:52:29.200,0
20201101-020034,2020/11/1,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,8.2,0.0,09:50:16.600,09:50:24.800,0
20201101-020035,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,29.8,0.0,09:50:31.000,09:51:00.800,0
20201101-020036,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,65.8,0.0,09:50:48.800,09:51:54.600,0
20201101-020037,2020/11/1,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,63.6,0.0,09:50:52.400,09:51:56.000,0
20201101-020039,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,7.6,0.0,09:52:24.200,09:52:31.800,0
20201101-020040,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,38.0,0.0,09:52:34.200,09:53:12.200,0
20201101-020041,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,46.6,0.0,09:52:35.000,09:53:21.600,0
20201101-020043,2020/11/1,10,レインボーマーケット新日本,飲料,,man,0's,Child,1,,,,51.8,0.0,09:53:03.000,09:53:54.800,0
20201101-020045,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,11.4,0.0,09:54:08.200,09:54:19.600,0
20201101-020046,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,18.8,0.0,09:54:23.400,09:54:42.200,0
20201101-020047,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,27.2,0.0,09:54:25.800,09:54:53.000,0
20201101-020049,2020/11/1,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,52.0,0.0,09:54:40.600,09:55:32.600,0
20201101-020050,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,23.2,0.0,09:55:24.600,09:55:47.800,0
20201101-020051,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,21.6,0.0,09:55:30.400,09:55:52.000,0
20201101-020052,2020/11/1,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,37.0,0.0,09:55:38.400,09:56:15.400,0
20201101-020053,2020/11/1,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,11.2,0.0,09:55:43.400,09:55:54.600,0
20201101-020054,2020/11/1,10,レインボーマーケット新日本,飲料,,man,20's,Young,1,,,,96.6,0.0,09:55:48.800,09:57:25.400,0
20201101-020055,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,9.4,0.0,09:56:18.600,09:56:28.000,0
20201101-020056,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,Over70's,Senior,1,,,,40.8,0.0,09:56:51.800,09:57:32.600,0
20201101-020057,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,42.6,0.0,09:56:54.200,09:57:36.800,0
20201101-020058,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,12.0,0.0,09:57:38.800,09:57:50.800,0
20201101-020059,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,26.0,0.0,09:58:03.800,09:58:29.800,0
20201101-020063,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,63.0,0.0,10:02:10.000,10:03:13.000,0
20201101-020064,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,88.6,0.0,10:03:55.600,10:05:24.200,0
20201101-020065,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,22.4,0.0,10:04:45.200,10:05:07.600,0
20201101-020066,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,61.6,0.0,10:05:19.000,10:06:20.600,0
20201101-020067,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,61.2,0.0,10:05:20.400,10:06:21.600,0
20201101-020069,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,99.4,0.0,10:06:43.000,10:08:22.400,0
20201101-020070,2020/11/1,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,90.8,0.0,10:06:45.000,10:08:15.800,0
20201101-020072,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,53.6,0.0,10:07:14.800,10:08:08.400,0
20201101-020073,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,61.4,0.0,10:08:42.000,10:09:43.400,0
20201101-020074,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,32.4,0.0,10:08:45.600,10:09:18.000,0
20201101-020075,2020/11/1,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,30.2,0.0,10:08:46.800,10:09:17.000,0
20201101-020076,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,137.2,0.0,10:08:59.200,10:11:16.400,0
20201101-020077,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,9.4,0.0,10:09:27.800,10:09:37.200,0
20201101-020078,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,12.4,0.0,10:09:30.200,10:09:42.600,0
20201101-020079,2020/11/1,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,10.4,0.0,10:09:35.800,10:09:46.200,0
20201101-020080,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,10.2,0.0,10:10:10.400,10:10:20.600,0
20201101-020081,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,17.8,0.0,10:10:13.200,10:10:31.000,0
20201101-020082,2020/11/1,10,レインボーマーケット新日本,飲料,,man,40's,Middle,1,,,,7.2,0.0,10:12:08.000,10:12:15.200,0
20201101-020083,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,11.2,0.0,10:13:56.800,10:14:08.000,0
20201101-020084,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,174.4,0.0,10:14:43.800,10:17:38.200,0
20201101-020085,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,19.8,0.0,10:15:22.800,10:15:42.600,0
20201101-020086,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,12.4,0.0,10:16:37.000,10:16:49.400,0
20201101-020087,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,10.2,0.0,10:16:51.000,10:17:01.200,0
20201101-020088,2020/11/1,10,レインボーマーケット新日本,飲料,,man,40's,Middle,1,,,,8.8,0.0,10:18:46.600,10:18:55.400,0
20201101-020089,2020/11/1,10,レインボーマーケット新日本,飲料,,man,20's,Young,1,,,,10.6,0.0,10:19:55.600,10:20:06.200,0
20201101-020092,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,45.8,0.0,10:20:36.800,10:21:22.600,0
20201101-020093,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,10's,Teen,1,,,,46.4,0.0,10:20:37.600,10:21:24.000,0
20201101-020094,2020/11/1,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,57.8,0.0,10:21:09.800,10:22:07.600,0
20201101-020095,2020/11/1,10,レインボーマーケット新日本,飲料,,man,10's,Teen,1,,,,51.8,0.0,10:21:18.200,10:22:10.000,0
20201101-020097,2020/11/1,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,15.0,0.0,10:21:36.200,10:21:51.200,0
20201101-020098,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,137.4,0.0,10:21:33.800,10:23:51.200,0
20201101-020099,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,72.6,0.0,10:21:35.800,10:22:48.400,0
20201101-020100,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,0's,Child,1,,,,59.2,0.0,10:22:02.600,10:23:01.800,0
20201101-020103,2020/11/1,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,44.6,0.0,10:22:15.800,10:23:00.400,0
20201101-020104,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,40.8,0.0,10:22:34.600,10:23:15.400,0
20201101-020106,2020/11/1,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,37.0,0.0,10:22:36.000,10:23:13.000,0
20201101-020107,2020/11/1,10,レインボーマーケット新日本,飲料,,man,20's,Young,1,,,,22.8,0.0,10:22:30.600,10:22:53.400,0
20201101-020108,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,157.0,0.0,10:24:01.400,10:26:38.400,0
20201101-020110,2020/11/1,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,9.2,0.0,10:24:32.800,10:24:42.000,0
20201101-020111,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,26.6,0.0,10:24:40.000,10:25:06.600,0
20201101-020112,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,15.8,0.0,10:25:02.600,10:25:18.400,0
20201101-020114,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,27.8,0.0,10:25:13.000,10:25:40.800,0
20201101-020115,2020/11/1,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,8.6,0.0,10:26:30.600,10:26:39.200,0
20201101-020117,2020/11/1,10,レインボーマーケット新日本,飲料,,man,40's,Middle,1,,,,32.8,0.0,10:26:33.800,10:27:06.600,0
20201101-020118,2020/11/1,10,レインボーマーケット新日本,飲料,,man,30's,Young,1,,,,26.0,0.0,10:26:39.000,10:27:05.000,0
20201101-020119,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,30's,Young,1,,,,119.4,0.0,10:27:34.400,10:29:33.800,0
20201101-020120,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,7.2,0.0,10:29:14.400,10:29:21.600,0
20201101-020121,2020/11/1,10,レインボーマーケット新日本,飲料,,man,50's,Middle,1,,,,8.0,0.0,10:29:18.200,10:29:26.200,0
20201101-020122,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,62.2,0.0,10:30:09.800,10:31:12.000,0
20201101-020123,2020/11/1,10,レインボーマーケット新日本,飲料,,man,40's,Middle,1,,,,13.6,0.0,10:30:12.000,10:30:25.600,0
20201101-020124,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,6.6,0.0,10:30:12.400,10:30:19.000,0
20201101-020125,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,57.6,0.0,10:30:18.800,10:31:16.400,0
20201101-020126,2020/11/1,10,レインボーマーケット新日本,飲料,,man,40's,Middle,1,,,,34.0,0.0,10:30:36.800,10:31:10.800,0
20201101-020127,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,16.6,0.0,10:31:15.800,10:31:32.400,0
20201101-020128,2020/11/1,10,レインボーマーケット新日本,飲料,,man,10's,Teen,1,,,,53.0,0.0,10:31:16.800,10:32:09.800,0
20201101-020129,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,43.6,0.0,10:31:25.200,10:32:08.800,0
20201101-020130,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,20's,Young,1,,,,89.0,0.0,10:31:27.600,10:32:56.600,0
20201101-020131,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,16.0,0.0,10:32:46.400,10:33:02.400,0
20201101-020133,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,Over70's,Senior,1,,,,10.2,0.0,10:33:20.400,10:33:30.600,0
20201101-020136,2020/11/1,10,レインボーマーケット新日本,飲料,,man,20's,Young,1,,,,4.0,0.0,10:34:08.200,10:34:12.200,0
20201101-020137,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,17.0,0.0,10:34:40.200,10:34:57.200,0
20201101-020138,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,38.0,0.0,10:34:48.800,10:35:26.800,0
20201101-020139,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,60's,Senior,1,,,,26.6,0.0,10:34:56.400,10:35:23.000,0
20201101-020140,2020/11/1,10,レインボーマーケット新日本,飲料,,man,20's,Young,1,,,,10.6,0.0,10:35:36.200,10:35:46.800,0
20201101-020141,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,27.2,0.0,10:35:47.200,10:36:14.400,0
20201101-020144,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,18.8,0.0,10:36:33.000,10:36:51.800,0
20201101-020145,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,84.4,0.0,10:36:48.800,10:38:13.200,0
20201101-020146,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,40's,Middle,1,,,,35.6,0.0,10:37:48.400,10:38:24.000,0
20201101-020147,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,50's,Middle,1,,,,16.0,0.0,10:37:49.800,10:38:05.800,0
20201101-020148,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,16.8,0.0,10:38:18.200,10:38:35.000,0
20201101-020149,2020/11/1,10,レインボーマーケット新日本,飲料,,man,0's,Child,1,,,,50.8,0.0,10:38:25.600,10:39:16.400,0
20201101-020151,2020/11/1,10,レインボーマーケット新日本,飲料,,man,60's,Senior,1,,,,7.4,0.0,10:38:46.000,10:38:53.400,0
20201101-020152,2020/11/1,10,レインボーマーケット新日本,飲料,,woman,Over70's,Senior,1,,,,57.8,0.0,10:38:51.000,10:39:48.800,0
20201101-020153,2020/11/1,10,レインボーマーケット新日本,飲料,,man,Over70's,Senior,1,,,,53.2,0.0,10:38:54.600,10:39:47.800,0
